Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
ROST,146.01,2024/02/08,15:58 EST,2.7599945,144.98,146.03,144.85,1085947,,,,,,,
ROP,545.06,2024/02/08,15:58 EST,-3.630005,550.84,553.08,540.38,409073,,,,,,,
ROL,43.765,2024/02/08,15:58 EST,-0.43500137,44.11,44.34,43.695,1862464,,,,,,,
ROK,278.54,2024/02/08,15:58 EST,9.52002,270.49,279.77,270.25,1745831,,,,,,,
RMD,183.835,2024/02/08,15:58 EST,-2.7549896,185.68,186.07,181.74,737758,,,,,,,
RL,171.5,2024/02/08,15:58 EST,24.36,163.575,173.94,161.66,3992239,,,,,,,
RJF,111.95,2024/02/08,15:52 EST,0.90999603,111.15,112.1538,110.165,534521,,,,,,,
RHI,80.535,2024/02/08,15:58 EST,1.0550003,79.72,80.56,79.12,545148,,,,,,,
RF,17.87,2024/02/08,15:58 EST,0.030000687,17.7,17.986,17.61,5967458,,,,,,,
REGN,946.31,2024/02/08,15:58 EST,7.8200073,934.79,946.74,930.04,377992,,,,,,,
REG,62.14,2024/02/08,15:58 EST,0.20000076,61.71,62.51,61.62,1015030,,,,,,,
RE,,,,,,,,,,,,,,,
RCL,121.03,2024/02/08,15:58 EST,1.5999985,120.24,123.005,118.87,2224380,,,,,,,
QRVO,112.7,2024/02/08,15:58 EST,1.8499985,110.48,113.71,110.48,930041,,,,,,,
QCOM,148.2,2024/02/08,15:58 EST,2.3099976,146.85,148.61,146.3,6622844,,,,,,,
PYPL,56.095,2024/02/08,15:58 EST,-7.1450005,57.98,58.59,55.77,65418358,,,,,,,
PXD,231.39,2024/02/08,15:58 EST,3.630005,228.0,232.45,227.65,1351191,,,,,,,
PWR,207.64,2024/02/08,15:58 EST,-1.2599945,208.83,211.775,207.07,617889,,,,,,,
PTC,181.38,2024/02/08,15:58 EST,1.1699982,180.72,181.47,179.07,395777,,,,,,,
PSX,146.84,2024/02/08,15:58 EST,0.30999756,146.68,147.92,145.68,2999980,,,,,,,
PSA,285.25,2024/02/08,15:58 EST,4.0400085,281.15,285.35,281.105,330136,,,,,,,
PRU,108.52,2024/02/08,15:52 EST,-0.6100006,108.74,109.5569,107.39,1384723,,,,,,,
PPL,25.62,2024/02/08,15:58 EST,-0.059999466,25.51,25.62,25.35,2736476,,,,,,,
PPG,138.655,2024/02/08,15:58 EST,-0.71499634,139.55,139.77,136.55,948179,,,,,,,
POOL,387.245,2024/02/08,15:58 EST,6.394989,382.21,387.305,379.585,195412,,,,,,,
PNW,66.26,2024/02/08,15:58 EST,-0.9799957,67.05,67.05,65.2,1025117,,,,,,,
PNR,74.27,2024/02/08,15:58 EST,0.16999817,74.33,74.575,73.59,717830,,,,,,,
PNC,147.692,2024/02/08,15:58 EST,-0.47799683,147.17,148.165,145.8575,1196933,,,,,,,
PM,88.97,2024/02/08,15:58 EST,-2.4700012,89.0,90.56,88.3,7957121,,,,,,,
PLD,131.54,2024/02/08,15:58 EST,2.449997,129.03,132.355,128.7892,2097769,,,,,,,
PKI,,,,,,,,,,,,,,,
PKG,166.87,2024/02/08,15:57 EST,1.5599976,165.94,167.43,164.591,374115,,,,,,,
PHM,103.26,2024/02/08,15:58 EST,0.25,103.28,104.095,102.205,1063730,,,,,,,
PH,515.09,2024/02/08,15:58 EST,2.3500366,512.82,515.1,509.015,355559,,,,,,,
